ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento
A-0354,2,11.7,500,Transformador,Centro,Sim,14.2,2024-10-11
A-0355,0,12.0,200,Religador,Zona Norte,Sim,3.31,2013-06-10
A-0356,3,3.3,100,Cabo,Zona Oeste,Não,18.84,2024-07-11
A-0357,2,7.7,100,Transformador,Zona Oeste,Não,10.55,2018-05-05
A-0358,3,9.3,100,Cabo,Zona Norte,Sim,16.73,2021-03-26
A-0359,1,4.7,50,Transformador,Zona Oeste,Sim,7.41,2023-11-27
A-0360,1,11.4,200,Isolador,Centro,Não,6.13,2018-08-02
A-0361,5,30.3,500,Cabo,Centro,Não,31.83,1999-01-25
A-0362,3,12.7,50,Isolador,Zona Oeste,Sim,14.08,2013-12-22
A-0363,4,7.9,50,Cabo,Zona Sul,Não,17.66,2018-08-26
A-0364,2,11.6,200,Seccionalizador,Zona Norte,Sim,14.18,2017-08-17
A-0365,1,9.2,500,Transformador,Zona Sul,Não,6.56,2019-08-06
A-0366,1,6.5,200,Seccionalizador,Zona Oeste,Sim,10.16,2023-11-02
A-0367,0,2.1,200,Transformador,Zona Sul,Não,0.07,2023-09-14
A-0368,0,13.3,200,Religador,Zona Oeste,Sim,3.01,2014-06-17
A-0369,3,11.4,100,Cabo,Zona Sul,Não,16.66,2014-05-16
A-0370,3,11.5,50,Religador,Centro,Sim,12.47,2014-04-26
A-0371,4,18.2,500,Religador,Zona Oeste,Sim,25.62,2015-11-24
A-0372,2,5.4,200,Transformador,Centro,Sim,14.57,2023-06-01
A-0373,4,7.9,200,Seccionalizador,Zona Oeste,Não,25.65,2021-02-08
A-0374,1,4.0,500,Isolador,Zona Norte,Não,7.63,2022-11-23
A-0375,2,5.2,200,Transformador,Zona Sul,Não,12.8,2021-10-22
A-0376,0,2.4,100,Isolador,Zona Norte,Não,1.77,2024-10-17
A-0377,5,4.2,200,Religador,Centro,Não,26.88,2021-05-18
A-0378,2,10.7,100,Isolador,Centro,Não,12.6,2015-01-11
A-0379,2,28.4,100,Seccionalizador,Zona Oeste,Sim,13.36,2000-11-30
A-0380,3,2.9,200,Transformador,Zona Oeste,Não,17.43,2023-11-02
A-0381,2,6.5,500,Seccionalizador,Zona Norte,Sim,17.38,2021-06-29
A-0382,6,25.1,1000,Seccionalizador,Zona Oeste,Não,41.83,2008-10-09
A-0383,2,12.0,200,Transformador,Zona Oeste,Não,13.92,2022-03-30
A-0384,2,10.2,100,Seccionalizador,Zona Sul,Não,11.47,2021-08-13
A-0385,2,3.7,100,Cabo,Centro,Não,11.46,2024-10-22
A-0386,3,7.0,500,Cabo,Zona Oeste,Não,20.94,2021-12-19
A-0387,3,4.9,200,Cabo,Zona Norte,Não,17.2,2023-03-27
A-0388,3,11.2,200,Isolador,Zona Oeste,Sim,19.49,2020-12-31
A-0389,6,11.4,500,Seccionalizador,Zona Oeste,Sim,40.91,2019-09-27
A-0390,1,5.7,500,Transformador,Zona Oeste,Não,7.63,2022-06-24
A-0391,2,6.6,500,Transformador,Zona Sul,Não,16.61,2024-02-17
A-0392,1,18.3,50,Isolador,Centro,Sim,5.52,2007-03-23
A-0393,2,19.7,500,Transformador,Zona Norte,Sim,16.06,2022-09-05
A-0394,3,6.1,500,Cabo,Zona Norte,Sim,19.25,2023-08-08
A-0395,3,6.3,100,Seccionalizador,Centro,Sim,14.69,2024-07-06
A-0396,2,2.7,200,Transformador,Zona Norte,Não,12.19,2024-10-11
A-0397,1,6.6,200,Transformador,Zona Sul,Não,8.27,2019-10-16
A-0398,4,8.4,1000,Religador,Zona Oeste,Não,30.86,2021-05-25
A-0399,1,10.8,50,Religador,Centro,Não,5.91,2015-11-24
A-0400,2,6.8,200,Religador,Zona Norte,Não,11.0,2021-08-27
A-0401,2,20.7,100,Seccionalizador,Centro,Sim,11.1,2005-10-18
A-0402,2,21.4,500,Cabo,Centro,Sim,15.88,2013-02-14
A-0403,0,28.9,100,Cabo,Centro,Não,3.35,2017-02-18
A-0404,4,10.8,100,Cabo,Zona Sul,Sim,19.26,2015-04-24
A-0405,1,6.6,200,Seccionalizador,Centro,Não,5.34,2020-01-11
A-0406,0,10.2,1000,Seccionalizador,Zona Sul,Sim,3.76,2020-05-11
A-0407,2,6.9,100,Religador,Centro,Sim,9.76,2024-06-06
A-0408,2,18.3,100,Transformador,Zona Oeste,Sim,9.64,2016-07-12
A-0409,3,13.3,500,Isolador,Zona Oeste,Não,18.66,2018-03-16
A-0410,2,5.6,200,Isolador,Zona Oeste,Sim,12.77,2021-08-20
A-0411,0,13.5,1000,Transformador,Zona Oeste,Não,2.52,2015-08-24
A-0412,2,1.3,100,Religador,Zona Oeste,Sim,12.42,2024-07-12
A-0413,2,22.3,200,Transformador,Zona Oeste,Não,12.09,2004-06-17
A-0414,3,4.6,100,Transformador,Zona Sul,Não,17.4,2024-10-31
A-0415,2,20.4,100,Isolador,Centro,Não,10.08,2014-04-14
A-0416,2,5.6,200,Religador,Centro,Não,14.77,2021-12-05
A-0417,0,8.8,200,Seccionalizador,Centro,Sim,2.86,2017-03-10
A-0418,3,6.3,500,Isolador,Zona Sul,Sim,21.57,2019-03-12
A-0419,3,11.5,200,Seccionalizador,Zona Norte,Não,16.96,2022-06-04
A-0420,4,2.9,200,Religador,Zona Oeste,Sim,21.58,2023-07-23
A-0421,0,0.6,200,Transformador,Zona Oeste,Sim,2.32,2024-12-19
A-0422,4,19.4,1000,Cabo,Zona Norte,Não,30.71,2017-08-16
A-0423,0,22.2,100,Cabo,Zona Norte,Não,0.48,2019-02-10
A-0424,2,5.6,100,Religador,Zona Oeste,Não,13.98,2020-10-11
A-0425,1,4.0,200,Cabo,Centro,Não,10.21,2022-04-27
A-0426,2,7.0,200,Seccionalizador,Zona Sul,Não,13.33,2018-04-10
A-0427,2,3.0,100,Cabo,Centro,Não,13.98,2024-01-28
A-0428,0,10.8,1000,Religador,Zona Sul,Não,0.9,2024-01-22
A-0429,2,6.1,100,Religador,Centro,Sim,9.36,2019-06-02
A-0430,4,5.5,500,Seccionalizador,Zona Oeste,Sim,25.06,2024-06-16
A-0431,1,5.1,100,Cabo,Zona Norte,Não,7.55,2020-10-28
A-0432,2,7.7,200,Cabo,Centro,Não,10.91,2020-02-02
A-0433,3,6.2,1000,Transformador,Centro,Não,25.52,2024-11-29
A-0434,0,7.8,100,Isolador,Zona Norte,Não,0.71,2018-01-28
A-0435,2,4.7,1000,Religador,Zona Oeste,Não,15.34,2024-11-05
A-0436,1,16.6,200,Transformador,Zona Sul,Sim,9.42,2011-05-16
A-0437,0,10.8,1000,Religador,Zona Norte,Sim,1.09,2022-11-04
A-0438,1,7.9,200,Transformador,Zona Norte,Não,6.52,2019-09-18
A-0439,3,3.3,200,Isolador,Zona Norte,Não,19.12,2023-07-10
A-0440,1,15.9,100,Transformador,Zona Sul,Sim,6.0,2023-04-03
A-0441,2,4.9,200,Religador,Zona Sul,Sim,11.69,2021-11-13
A-0442,1,8.8,50,Cabo,Zona Norte,Sim,5.2,2022-06-07
A-0443,5,5.1,100,Religador,Zona Sul,Não,25.53,2023-11-04
A-0444,1,13.3,100,Seccionalizador,Zona Sul,Não,9.45,2013-10-27
A-0445,4,5.0,200,Seccionalizador,Zona Oeste,Não,25.37,2022-09-17
A-0446,2,13.5,500,Seccionalizador,Zona Oeste,Sim,13.86,2021-10-09
A-0447,0,4.3,100,Seccionalizador,Zona Sul,Não,1.82,2021-06-05
A-0448,1,1.0,100,Isolador,Zona Sul,Não,6.94,2024-11-11
A-0449,3,4.7,200,Cabo,Centro,Não,20.8,2023-10-09
A-0450,2,10.1,100,Cabo,Zona Oeste,Sim,10.09,2022-07-20
A-0451,3,2.8,50,Religador,Zona Norte,Não,13.58,2024-06-12
A-0452,3,7.3,100,Transformador,Centro,Não,17.49,2024-06-18
A-0453,1,7.3,1000,Religador,Zona Norte,Sim,11.73,2018-01-04
A-0454,0,24.8,500,Religador,Zona Oeste,Sim,0.78,2003-02-16
A-0455,1,3.9,200,Religador,Centro,Não,6.44,2023-04-12
A-0456,4,23.1,200,Religador,Zona Norte,Não,22.34,2024-10-13
A-0457,2,3.9,200,Cabo,Zona Norte,Sim,10.71,2022-11-30
A-0458,4,12.2,200,Transformador,Centro,Sim,24.23,2016-08-02
A-0459,3,6.4,200,Religador,Centro,Sim,19.26,2023-10-08
A-0460,2,5.7,200,Cabo,Zona Oeste,Não,13.62,2024-02-25
A-0461,3,2.1,100,Religador,Zona Oeste,Não,14.2,2023-06-04
A-0462,2,12.1,50,Seccionalizador,Centro,Não,8.21,2016-10-01
A-0463,2,16.3,200,Religador,Zona Oeste,Não,11.66,2010-01-31
A-0464,2,11.8,500,Religador,Zona Sul,Sim,13.88,2024-05-16
A-0465,3,4.6,200,Isolador,Zona Norte,Não,19.84,2022-09-06
A-0466,1,6.1,500,Seccionalizador,Zona Sul,Não,7.01,2023-02-13
A-0467,2,7.1,1000,Transformador,Zona Oeste,Sim,14.04,2021-01-03
A-0468,3,12.9,100,Religador,Zona Norte,Não,15.82,2013-05-27
A-0469,2,17.8,200,Transformador,Centro,Não,12.69,2012-02-07
A-0470,0,6.7,200,Seccionalizador,Zona Oeste,Não,2.25,2021-03-30
A-0471,1,1.2,1000,Religador,Zona Sul,Sim,11.04,2024-03-18
A-0472,2,1.2,1000,Isolador,Centro,Não,14.31,2024-10-07
A-0473,2,4.2,200,Cabo,Zona Norte,Não,14.13,2022-02-02
A-0474,1,15.9,100,Isolador,Zona Norte,Sim,6.3,2010-04-13
A-0475,0,12.4,500,Isolador,Zona Oeste,Sim,1.55,2023-10-11
A-0476,5,13.4,100,Cabo,Zona Norte,Sim,27.74,2021-08-10
A-0477,2,4.5,500,Cabo,Centro,Não,13.68,2021-06-12
A-0478,1,5.7,1000,Cabo,Zona Sul,Não,10.12,2020-06-06
A-0479,2,15.5,200,Religador,Zona Norte,Sim,11.98,2022-08-04
A-0480,0,23.8,200,Transformador,Centro,Sim,2.54,2013-03-11
A-0481,2,15.8,200,Transformador,Zona Norte,Sim,14.54,2024-10-30
A-0482,1,15.8,200,Cabo,Zona Oeste,Não,9.71,2022-04-06
A-0483,3,4.3,200,Isolador,Centro,Não,20.1,2024-07-01
A-0484,4,13.0,500,Seccionalizador,Zona Sul,Não,27.78,2019-06-07
A-0485,2,2.4,1000,Cabo,Zona Norte,Não,15.06,2024-07-12
A-0486,0,17.4,1000,Isolador,Centro,Não,3.31,2009-06-17
A-0487,2,10.6,100,Isolador,Zona Norte,Sim,12.78,2021-10-30
A-0488,2,6.6,500,Religador,Zona Norte,Sim,12.49,2023-03-08
A-0489,3,0.8,500,Religador,Zona Oeste,Não,20.85,2024-12-19
A-0490,5,6.5,100,Transformador,Centro,Sim,27.29,2020-03-28
A-0491,2,8.2,50,Transformador,Zona Sul,Sim,10.31,2021-09-22
A-0492,3,8.8,100,Seccionalizador,Centro,Não,15.4,2020-07-23
A-0493,3,6.7,1000,Seccionalizador,Zona Oeste,Não,25.09,2021-03-04
A-0494,2,5.3,200,Seccionalizador,Zona Sul,Sim,11.39,2024-07-17
A-0495,5,3.9,500,Seccionalizador,Zona Sul,Sim,32.12,2022-06-06
A-0496,2,23.8,100,Isolador,Centro,Sim,12.67,2012-12-24
A-0497,5,28.3,500,Isolador,Zona Norte,Não,32.85,2022-05-12
A-0498,0,9.7,50,Transformador,Centro,Sim,3.57,2022-01-01
A-0499,1,4.2,200,Religador,Zona Oeste,Sim,6.09,2024-01-02
A-0500,1,3.2,200,Religador,Zona Norte,Não,6.56,2022-11-13
A-0501,2,6.7,100,Cabo,Zona Sul,Sim,10.01,2022-01-03
A-0502,1,27.6,500,Isolador,Zona Sul,Sim,10.98,2018-12-04
A-0503,1,10.0,100,Seccionalizador,Zona Norte,Sim,6.64,2023-02-13
A-0504,0,18.5,200,Seccionalizador,Zona Sul,Sim,1.69,2009-03-30
A-0505,3,18.3,200,Cabo,Zona Sul,Sim,15.98,2016-12-27
A-0506,3,13.3,200,Religador,Zona Sul,Sim,16.68,2021-10-31
A-0507,0,2.9,100,Seccionalizador,Zona Norte,Não,2.11,2024-05-05
A-0508,1,18.3,50,Religador,Zona Norte,Sim,4.27,2016-02-28
A-0509,2,2.6,1000,Cabo,Centro,Não,16.37,2024-11-27
A-0510,5,4.3,100,Religador,Zona Oeste,Não,25.35,2021-05-01
A-0511,1,10.3,500,Religador,Zona Sul,Não,10.05,2023-01-07
A-0512,3,6.1,1000,Religador,Zona Norte,Sim,24.03,2023-03-31
A-0513,0,10.3,100,Seccionalizador,Zona Oeste,Sim,2.23,2017-01-23
A-0514,2,2.5,100,Transformador,Centro,Não,10.35,2023-03-10
A-0515,1,4.3,200,Isolador,Zona Oeste,Não,8.94,2024-04-08
A-0516,1,12.9,1000,Religador,Zona Oeste,Não,10.45,2017-12-08
A-0517,2,42.0,1000,Religador,Zona Oeste,Sim,14.58,1999-02-11
A-0518,2,21.2,200,Religador,Zona Oeste,Não,15.18,2024-07-23
A-0519,1,1.7,500,Transformador,Zona Norte,Sim,6.54,2024-01-03
A-0520,1,6.6,100,Cabo,Centro,Sim,4.89,2023-01-05
A-0521,1,4.9,1000,Seccionalizador,Zona Sul,Não,7.85,2024-01-01
A-0522,1,8.1,1000,Transformador,Zona Norte,Sim,11.46,2017-10-09
A-0523,3,10.2,100,Religador,Centro,Não,16.45,2015-09-12
A-0524,2,5.2,100,Transformador,Zona Sul,Não,13.17,2024-05-11
A-0525,5,16.7,100,Transformador,Zona Norte,Não,24.21,2023-03-28
A-0526,1,18.8,100,Transformador,Zona Oeste,Não,7.07,2020-10-26
A-0527,3,18.1,500,Cabo,Zona Oeste,Não,20.44,2011-10-30
A-0528,2,3.7,200,Isolador,Zona Oeste,Não,14.75,2024-10-19
A-0529,3,10.6,50,Seccionalizador,Zona Sul,Sim,11.91,2024-01-06
A-0530,3,17.0,200,Cabo,Zona Oeste,Não,17.13,2019-06-28
A-0531,3,14.8,1000,Cabo,Zona Oeste,Sim,21.49,2018-10-15
A-0532,0,14.1,200,Isolador,Zona Sul,Sim,4.3,2014-09-28
A-0533,3,21.5,200,Cabo,Centro,Sim,18.25,2011-09-15
A-0534,2,5.7,100,Transformador,Zona Oeste,Não,11.25,2024-02-14
A-0535,1,1.4,1000,Transformador,Zona Oeste,Não,9.16,2024-10-14
A-0536,2,6.6,500,Religador,Zona Norte,Não,17.29,2021-03-16
A-0537,3,6.9,100,Cabo,Centro,Sim,18.1,2021-11-06
A-0538,0,38.1,50,Religador,Zona Sul,Não,3.53,1993-11-20
A-0539,2,4.8,50,Seccionalizador,Centro,Não,9.32,2024-10-04
A-0540,0,18.5,100,Transformador,Zona Oeste,Não,0.83,2014-09-23
A-0541,0,33.4,200,Seccionalizador,Zona Oeste,Não,4.61,2009-09-23
A-0542,2,28.6,1000,Isolador,Centro,Sim,15.93,2011-08-16
A-0543,1,8.2,200,Transformador,Zona Sul,Não,6.7,2024-02-04
A-0544,0,15.0,500,Seccionalizador,Centro,Não,2.35,2014-10-08
A-0545,1,10.0,200,Isolador,Zona Sul,Não,9.89,2015-04-30
A-0546,2,4.2,500,Seccionalizador,Zona Norte,Não,14.37,2024-01-19
A-0547,3,20.6,500,Isolador,Zona Sul,Não,21.46,2016-09-07
A-0548,4,12.8,100,Isolador,Zona Norte,Não,22.48,2020-09-29
A-0549,2,3.7,200,Transformador,Centro,Sim,12.74,2022-02-07
A-0550,2,6.1,200,Religador,Zona Norte,Sim,11.77,2020-09-16
A-0551,2,7.4,50,Isolador,Centro,Não,12.84,2019-10-17
A-0552,0,19.0,200,Isolador,Zona Norte,Não,4.78,2010-12-13
A-0553,2,2.8,200,Transformador,Centro,Sim,14.82,2024-05-30
A-0554,3,2.8,1000,Religador,Zona Norte,Não,24.17,2023-04-05
A-0555,1,9.8,200,Cabo,Zona Oeste,Não,6.78,2016-04-12
A-0556,6,3.5,500,Cabo,Zona Oeste,Não,41.87,2022-03-18
A-0557,1,7.2,200,Religador,Zona Oeste,Não,6.68,2022-06-25
A-0558,3,5.5,500,Seccionalizador,Zona Oeste,Não,22.65,2021-08-20
A-0559,1,0.8,200,Transformador,Centro,Não,9.89,2024-12-19
A-0560,1,4.6,500,Religador,Centro,Não,9.23,2024-01-18
A-0561,3,7.0,200,Cabo,Zona Norte,Não,19.93,2018-07-03
A-0562,3,16.2,200,Isolador,Zona Oeste,Sim,19.87,2019-06-18
A-0563,3,29.0,200,Cabo,Zona Oeste,Sim,16.88,2004-06-08
A-0564,1,4.2,200,Isolador,Centro,Não,8.64,2022-07-30
A-0565,6,9.5,100,Transformador,Zona Norte,Não,28.16,2019-08-02
A-0566,0,12.1,50,Isolador,Centro,Não,2.54,2015-04-18
A-0567,1,36.2,50,Religador,Zona Sul,Não,4.74,2019-12-26
A-0568,4,5.3,500,Isolador,Zona Sul,Sim,26.95,2020-10-11
A-0569,0,4.0,100,Seccionalizador,Centro,Não,4.16,2022-02-24
A-0570,5,6.2,100,Religador,Zona Norte,Não,28.01,2020-11-25
A-0571,2,4.0,500,Transformador,Zona Sul,Não,14.02,2021-06-29
A-0572,1,13.5,200,Religador,Zona Sul,Não,7.96,2020-08-19
A-0573,0,16.6,200,Seccionalizador,Centro,Não,2.56,2021-10-15
A-0574,0,10.1,100,Transformador,Zona Oeste,Não,4.77,2023-03-10
A-0575,4,9.6,1000,Cabo,Zona Norte,Não,30.03,2023-12-14
A-0576,2,20.9,500,Seccionalizador,Zona Oeste,Sim,15.93,2017-04-08
A-0577,2,7.1,500,Transformador,Zona Oeste,Não,17.04,2019-04-11
A-0578,1,14.7,200,Isolador,Centro,Não,7.17,2017-03-22
A-0579,0,7.0,500,Religador,Centro,Não,4.51,2022-09-06
A-0580,2,2.9,100,Transformador,Zona Sul,Sim,13.82,2024-07-25
A-0581,1,18.8,50,Religador,Centro,Não,8.59,2007-02-20
A-0582,3,10.6,50,Isolador,Zona Oeste,Não,13.15,2015-04-16
A-0583,0,17.6,200,Transformador,Zona Sul,Não,2.0,2023-02-07
A-0584,1,11.5,200,Cabo,Zona Oeste,Sim,9.66,2015-03-07
A-0585,1,12.5,200,Seccionalizador,Centro,Não,7.1,2022-09-14
A-0586,4,4.1,50,Transformador,Zona Norte,Não,18.73,2022-11-24
A-0587,3,12.3,200,Isolador,Zona Sul,Não,16.5,2016-11-20
A-0588,2,20.8,500,Transformador,Centro,Sim,12.71,2020-08-23
A-0589,2,7.8,200,Religador,Zona Sul,Sim,12.67,2021-05-20
A-0590,2,5.1,500,Transformador,Zona Oeste,Não,15.33,2020-03-24
A-0591,2,15.1,100,Cabo,Zona Norte,Sim,11.19,2012-07-07
A-0592,2,2.5,500,Transformador,Zona Sul,Sim,15.32,2024-09-06
A-0593,1,22.6,200,Seccionalizador,Centro,Sim,7.88,2008-06-27
A-0594,0,6.9,100,Transformador,Zona Norte,Não,3.43,2024-07-28
A-0595,4,14.7,100,Religador,Zona Oeste,Não,21.71,2012-03-05
A-0596,0,10.6,200,Transformador,Zona Oeste,Sim,2.12,2021-10-06
A-0597,3,18.8,500,Cabo,Zona Norte,Sim,20.77,2021-08-03
A-0598,1,19.5,200,Isolador,Zona Oeste,Não,6.01,2011-04-23
A-0599,2,9.8,100,Transformador,Zona Norte,Não,11.8,2019-09-24
A-0600,2,25.5,500,Transformador,Centro,Sim,15.37,2013-08-06
A-0601,5,2.3,200,Seccionalizador,Centro,Sim,28.9,2023-09-30
A-0602,1,12.0,200,Cabo,Zona Oeste,Não,6.93,2022-02-09
A-0603,1,21.0,200,Isolador,Centro,Não,8.91,2006-07-07
A-0604,5,12.4,100,Religador,Zona Norte,Não,23.45,2022-10-15
A-0605,1,5.1,200,Transformador,Zona Norte,Não,9.88,2024-04-02
A-0606,1,9.9,200,Isolador,Zona Sul,Sim,5.41,2017-12-12
A-0607,3,5.4,1000,Religador,Zona Norte,Não,25.54,2023-07-27
A-0608,0,5.3,200,Cabo,Centro,Não,2.31,2023-11-05
A-0609,1,10.3,200,Cabo,Centro,Não,7.37,2024-07-12
A-0610,0,0.4,200,Isolador,Zona Sul,Sim,1.28,2024-12-19
A-0611,0,7.1,1000,Religador,Zona Sul,Não,0.05,2021-04-23
A-0612,3,9.6,500,Cabo,Zona Norte,Não,20.02,2024-11-06
A-0613,3,9.2,200,Isolador,Zona Sul,Sim,16.46,2020-01-01
A-0614,1,4.4,500,Cabo,Centro,Não,9.52,2023-07-15
A-0615,2,12.4,200,Cabo,Zona Oeste,Sim,12.2,2018-05-28
A-0616,0,8.8,200,Cabo,Zona Norte,Sim,3.84,2024-09-30
A-0617,0,30.6,100,Seccionalizador,Centro,Sim,1.03,1996-12-16
A-0618,4,12.8,200,Religador,Zona Norte,Sim,25.71,2014-01-04
A-0619,1,5.6,100,Isolador,Zona Oeste,Sim,7.23,2021-11-13
A-0620,4,14.8,1000,Isolador,Zona Oeste,Não,28.21,2015-07-28
A-0621,4,1.6,200,Religador,Centro,Não,23.22,2024-12-16
A-0622,4,9.1,1000,Religador,Zona Sul,Não,28.67,2019-11-13
A-0623,2,10.6,200,Religador,Centro,Sim,11.61,2015-10-27
A-0624,2,9.2,200,Religador,Centro,Não,13.14,2022-03-31
A-0625,3,4.2,200,Transformador,Zona Norte,Não,19.27,2024-04-22
A-0626,2,9.0,100,Isolador,Zona Sul,Não,13.79,2024-05-10
A-0627,5,3.0,200,Transformador,Zona Sul,Não,29.03,2024-08-07
A-0628,5,25.8,50,Cabo,Zona Norte,Não,24.49,2013-05-19
A-0629,1,9.1,200,Cabo,Centro,Não,10.01,2024-09-07
A-0630,2,12.1,200,Isolador,Zona Norte,Não,14.93,2016-01-08
A-0631,1,2.2,500,Cabo,Centro,Sim,8.72,2024-10-25
A-0632,2,5.2,100,Religador,Centro,Não,9.93,2021-12-03
A-0633,4,13.0,100,Transformador,Zona Norte,Não,19.55,2013-06-01
A-0634,2,17.0,200,Religador,Zona Norte,Não,13.84,2015-05-09
A-0635,4,3.8,1000,Cabo,Centro,Não,29.74,2023-07-13
A-0636,1,12.0,500,Transformador,Zona Norte,Não,6.95,2021-08-21
A-0637,3,6.3,200,Religador,Centro,Não,18.3,2021-04-06
A-0638,2,1.5,200,Isolador,Centro,Sim,10.69,2024-03-07
A-0639,3,5.0,50,Religador,Zona Sul,Sim,15.46,2024-05-06
A-0640,3,17.4,1000,Cabo,Centro,Sim,21.09,2020-01-24
A-0641,1,18.7,200,Transformador,Zona Sul,Não,8.45,2008-07-05
A-0642,3,10.3,100,Isolador,Centro,Não,17.81,2015-01-14
A-0643,1,9.4,200,Transformador,Zona Norte,Não,5.97,2021-12-04
A-0644,3,6.2,100,Isolador,Centro,Não,16.44,2023-08-20
A-0645,4,0.7,1000,Transformador,Centro,Não,31.53,2024-12-19
A-0646,2,11.2,100,Cabo,Zona Norte,Não,10.53,2019-04-07
A-0647,3,4.0,200,Isolador,Zona Oeste,Não,16.72,2024-10-03
A-0648,3,20.7,100,Seccionalizador,Centro,Não,15.53,2007-12-05
A-0649,3,2.8,500,Transformador,Zona Norte,Não,21.42,2023-07-22
A-0650,3,18.1,500,Transformador,Zona Sul,Sim,21.53,2022-07-23
A-0651,1,1.4,200,Religador,Zona Norte,Não,5.96,2024-12-04
A-0652,0,38.4,200,Isolador,Zona Oeste,Não,2.29,2016-04-06
A-0653,4,2.3,500,Seccionalizador,Centro,Sim,26.21,2023-06-19
A-0654,1,18.8,50,Cabo,Zona Oeste,Não,8.14,2019-07-04
A-0655,2,4.9,200,Religador,Zona Norte,Não,12.17,2022-12-27
A-0656,1,13.0,100,Seccionalizador,Zona Norte,Não,8.81,2013-11-13
A-0657,5,25.9,1000,Isolador,Zona Oeste,Sim,36.69,2002-08-22
A-0658,1,6.8,200,Seccionalizador,Zona Norte,Não,8.94,2019-02-20
A-0659,2,36.1,500,Transformador,Zona Norte,Não,14.98,2001-12-15
A-0660,2,26.3,200,Transformador,Zona Sul,Sim,13.72,2005-10-27
A-0661,1,2.0,100,Religador,Zona Norte,Não,6.59,2023-02-09
A-0662,0,8.3,100,Isolador,Centro,Sim,3.84,2018-04-19
A-0663,0,6.9,100,Isolador,Zona Sul,Sim,2.13,2021-03-27
A-0664,2,8.8,200,Seccionalizador,Centro,Sim,12.89,2024-02-18
A-0665,2,6.2,100,Religador,Zona Oeste,Sim,11.82,2022-01-15
A-0666,3,3.8,50,Isolador,Zona Oeste,Não,15.95,2024-09-09
A-0667,3,7.9,500,Transformador,Zona Norte,Sim,21.95,2021-06-09
A-0668,0,12.7,1000,Seccionalizador,Zona Norte,Não,1.75,2024-11-19
A-0669,3,0.4,200,Cabo,Centro,Não,19.26,2024-12-19
A-0670,1,16.0,200,Transformador,Centro,Não,8.52,2009-04-19
A-0671,1,9.6,50,Religador,Zona Oeste,Não,8.59,2022-11-16
A-0672,3,23.0,200,Isolador,Centro,Não,20.12,2006-04-20
A-0673,0,5.8,500,Transformador,Zona Norte,Não,3.24,2021-08-30
A-0674,1,5.2,100,Cabo,Zona Oeste,Sim,6.32,2024-04-18
A-0675,2,4.2,100,Cabo,Zona Oeste,Não,13.13,2022-01-15
A-0676,2,12.2,500,Religador,Zona Norte,Não,15.31,2018-01-19
A-0677,1,1.2,200,Transformador,Zona Norte,Sim,10.23,2024-07-05
A-0678,1,4.5,50,Seccionalizador,Zona Sul,Sim,5.17,2024-02-26
A-0679,0,9.7,200,Transformador,Zona Oeste,Sim,0.4,2018-09-06
A-0680,1,1.9,200,Cabo,Zona Sul,Não,5.65,2024-06-05
A-0681,2,9.0,200,Religador,Zona Norte,Não,13.81,2019-08-16
A-0682,1,20.3,500,Religador,Centro,Não,10.91,2016-02-07
A-0683,4,18.5,500,Seccionalizador,Centro,Sim,24.88,2012-05-22
A-0684,1,7.7,200,Religador,Zona Norte,Não,8.93,2023-10-05
A-0685,3,16.6,1000,Religador,Zona Oeste,Sim,24.01,2024-06-30
A-0686,1,11.8,200,Religador,Zona Oeste,Sim,8.96,2017-08-24
A-0687,3,9.7,500,Religador,Zona Oeste,Não,20.43,2020-11-05
A-0688,0,13.3,200,Religador,Zona Norte,Sim,4.1,2024-10-22
A-0689,1,6.2,500,Cabo,Zona Sul,Sim,6.44,2020-07-27
A-0690,2,6.7,1000,Transformador,Zona Oeste,Sim,17.59,2019-12-08
A-0691,1,11.6,50,Isolador,Zona Sul,Não,5.27,2014-03-25
A-0692,2,8.3,1000,Religador,Zona Norte,Não,16.2,2021-10-11
A-0693,2,18.2,500,Isolador,Zona Norte,Não,16.55,2021-04-04
A-0694,2,14.6,500,Isolador,Zona Oeste,Não,13.79,2022-07-18
A-0695,4,14.5,100,Cabo,Centro,Sim,19.39,2020-11-22
A-0696,2,12.5,500,Religador,Zona Oeste,Não,15.84,2015-11-30
A-0697,3,9.6,500,Isolador,Centro,Não,21.32,2020-09-11
A-0698,2,14.3,100,Religador,Zona Sul,Sim,11.8,2011-05-10
A-0699,1,17.2,1000,Seccionalizador,Zona Sul,Sim,8.19,2014-05-03
A-0700,2,11.1,50,Seccionalizador,Zona Sul,Sim,8.04,2021-04-16
A-0701,4,4.1,100,Seccionalizador,Zona Norte,Não,20.51,2021-04-07
A-0702,2,8.5,200,Isolador,Zona Oeste,Sim,11.14,2022-10-11
A-0703,0,2.0,200,Seccionalizador,Zona Sul,Não,4.53,2023-11-05
A-0704,3,19.7,200,Cabo,Centro,Sim,16.12,2020-02-04
A-0705,0,14.3,50,Cabo,Zona Sul,Sim,2.16,2019-07-11
A-0706,5,4.0,1000,Isolador,Centro,Não,34.81,2022-04-19
A-0707,2,4.9,50,Religador,Centro,Não,8.34,2024-09-26
